"","Area","Region","YearPeriod","AVG_PercentFemale","AVG_PercentMale"
"589","Estonia","Europe","Y20002002","",""
"590","Estonia","Europe","Y20012003","",""
"591","Estonia","Europe","Y20022004","",""
"592","Estonia","Europe","Y20032005","",""
"593","Estonia","Europe","Y20042006","",""
"594","Estonia","Europe","Y20052007","",""
"595","Estonia","Europe","Y20062008","",""
"596","Estonia","Europe","Y20072009","",""
"597","Estonia","Europe","Y20082010","",""
"598","Estonia","Europe","Y20092011","",""
"599","Estonia","Europe","Y20102012","",""
"600","Estonia","Europe","Y20112013","",""
"601","Estonia","Europe","Y20122014","",""
"602","Estonia","Europe","Y20132015","",""
"603","Estonia","Europe","Y20142016","0.8","0.8"
"604","Estonia","Europe","Y20152017","0.8","0.8"
"605","Estonia","Europe","Y20162018","1","1"
"606","Estonia","Europe","Y20172019","0.9","0.9"
"607","Estonia","Europe","Y20182020","0.7","0.7"
"608","Estonia","Europe","Y20192021","0.8","0.8"
"609","Estonia","Europe","Y20202022","0.8","0.8"
"610","Eswatini","Africa","Y20002002","",""
"611","Eswatini","Africa","Y20012003","",""
"612","Eswatini","Africa","Y20022004","",""
"613","Eswatini","Africa","Y20032005","",""
"614","Eswatini","Africa","Y20042006","",""
"615","Eswatini","Africa","Y20052007","",""
"616","Eswatini","Africa","Y20062008","",""
"617","Eswatini","Africa","Y20072009","",""
"618","Eswatini","Africa","Y20082010","",""
"619","Eswatini","Africa","Y20092011","",""
"620","Eswatini","Africa","Y20102012","",""
"621","Eswatini","Africa","Y20112013","",""
"622","Eswatini","Africa","Y20122014","",""
"623","Eswatini","Africa","Y20132015","",""
"624","Eswatini","Africa","Y20142016","",""
"625","Eswatini","Africa","Y20152017","",""
"626","Eswatini","Africa","Y20162018","",""
"627","Eswatini","Africa","Y20172019","",""
"628","Eswatini","Africa","Y20182020","",""
"629","Eswatini","Africa","Y20192021","17.2","17.2"
"630","Eswatini","Africa","Y20202022","17.6","17.6"
"631","Ethiopia","Africa","Y20002002","",""
"632","Ethiopia","Africa","Y20012003","",""
"633","Ethiopia","Africa","Y20022004","",""
"634","Ethiopia","Africa","Y20032005","",""
"635","Ethiopia","Africa","Y20042006","",""
"636","Ethiopia","Africa","Y20052007","",""
"637","Ethiopia","Africa","Y20062008","",""
"638","Ethiopia","Africa","Y20072009","",""
"639","Ethiopia","Africa","Y20082010","",""
"640","Ethiopia","Africa","Y20092011","",""
"641","Ethiopia","Africa","Y20102012","",""
"642","Ethiopia","Africa","Y20112013","",""
"643","Ethiopia","Africa","Y20122014","",""
"644","Ethiopia","Africa","Y20132015","",""
"645","Ethiopia","Africa","Y20142016","16.2","16.2"
"646","Ethiopia","Africa","Y20152017","15.8","15.8"
"647","Ethiopia","Africa","Y20162018","14.1","14.1"
"648","Ethiopia","Africa","Y20172019","13.3","13.3"
"649","Ethiopia","Africa","Y20182020","16.1","16.1"
"650","Ethiopia","Africa","Y20192021","20.1","20.1"
"651","Ethiopia","Africa","Y20202022","21.2","21.2"
"652","Finland","Europe","Y20002002","",""
"653","Finland","Europe","Y20012003","",""
"654","Finland","Europe","Y20022004","",""
"655","Finland","Europe","Y20032005","",""
"656","Finland","Europe","Y20042006","",""
"657","Finland","Europe","Y20052007","",""
"658","Finland","Europe","Y20062008","",""
"659","Finland","Europe","Y20072009","",""
"660","Finland","Europe","Y20082010","",""
"661","Finland","Europe","Y20092011","",""
"662","Finland","Europe","Y20102012","",""
"663","Finland","Europe","Y20112013","",""
"664","Finland","Europe","Y20122014","",""
"665","Finland","Europe","Y20132015","",""
"666","Finland","Europe","Y20142016","2.4","2.4"
"667","Finland","Europe","Y20152017","2.6","2.6"
"668","Finland","Europe","Y20162018","2.3","2.3"
"669","Finland","Europe","Y20172019","2.4","2.4"
"670","Finland","Europe","Y20182020","2.1","2.1"
"671","Finland","Europe","Y20192021","2.7","2.7"
"672","Finland","Europe","Y20202022","2.8","2.8"
"673","France","Europe","Y20002002","",""
"674","France","Europe","Y20012003","",""
"675","France","Europe","Y20022004","",""
"676","France","Europe","Y20032005","",""
"677","France","Europe","Y20042006","",""
"678","France","Europe","Y20052007","",""
"679","France","Europe","Y20062008","",""
"680","France","Europe","Y20072009","",""
"681","France","Europe","Y20082010","",""
"682","France","Europe","Y20092011","",""
"683","France","Europe","Y20102012","",""
"684","France","Europe","Y20112013","",""
"685","France","Europe","Y20122014","",""
"686","France","Europe","Y20132015","",""
"687","France","Europe","Y20142016","1.6","1.6"
"688","France","Europe","Y20152017","0.9","0.9"
"689","France","Europe","Y20162018","<0.5","<0.5"
"690","France","Europe","Y20172019","<0.5","<0.5"
"691","France","Europe","Y20182020","<0.5","<0.5"
"692","France","Europe","Y20192021","0.7","0.7"
"693","France","Europe","Y20202022","1.6","1.6"
"694","Gabon","Africa","Y20002002","",""
"695","Gabon","Africa","Y20012003","",""
"696","Gabon","Africa","Y20022004","",""
"697","Gabon","Africa","Y20032005","",""
"698","Gabon","Africa","Y20042006","",""
"699","Gabon","Africa","Y20052007","",""
"700","Gabon","Africa","Y20062008","",""
"701","Gabon","Africa","Y20072009","",""
"702","Gabon","Africa","Y20082010","",""
"703","Gabon","Africa","Y20092011","",""
"704","Gabon","Africa","Y20102012","",""
"705","Gabon","Africa","Y20112013","",""
"706","Gabon","Africa","Y20122014","",""
"707","Gabon","Africa","Y20132015","",""
"708","Gabon","Africa","Y20142016","",""
"709","Gabon","Africa","Y20152017","",""
"710","Gabon","Africa","Y20162018","",""
"711","Gabon","Africa","Y20172019","",""
"712","Gabon","Africa","Y20182020","",""
"713","Gabon","Africa","Y20192021","",""
"714","Gabon","Africa","Y20202022","",""
"715","Gambia","Africa","Y20002002","",""
"716","Gambia","Africa","Y20012003","",""
"717","Gambia","Africa","Y20022004","",""
"718","Gambia","Africa","Y20032005","",""
"719","Gambia","Africa","Y20042006","",""
"720","Gambia","Africa","Y20052007","",""
"721","Gambia","Africa","Y20062008","",""
"722","Gambia","Africa","Y20072009","",""
"723","Gambia","Africa","Y20082010","",""
"724","Gambia","Africa","Y20092011","",""
"725","Gambia","Africa","Y20102012","",""
"726","Gambia","Africa","Y20112013","",""
"727","Gambia","Africa","Y20122014","",""
"728","Gambia","Africa","Y20132015","",""
"729","Gambia","Africa","Y20142016","",""
"730","Gambia","Africa","Y20152017","23.3","23.3"
"731","Gambia","Africa","Y20162018","23.3","23.3"
"732","Gambia","Africa","Y20172019","23.8","23.8"
"733","Gambia","Africa","Y20182020","24.5","24.5"
"734","Gambia","Africa","Y20192021","25.4","25.4"
"735","Gambia","Africa","Y20202022","27","27"
"736","Germany","Europe","Y20002002","",""
"737","Germany","Europe","Y20012003","",""
"738","Germany","Europe","Y20022004","",""
"739","Germany","Europe","Y20032005","",""
"740","Germany","Europe","Y20042006","",""
"741","Germany","Europe","Y20052007","",""
"742","Germany","Europe","Y20062008","",""
"743","Germany","Europe","Y20072009","",""
"744","Germany","Europe","Y20082010","",""
"745","Germany","Europe","Y20092011","",""
"746","Germany","Europe","Y20102012","",""
"747","Germany","Europe","Y20112013","",""
"748","Germany","Europe","Y20122014","",""
"749","Germany","Europe","Y20132015","",""
"750","Germany","Europe","Y20142016","1.1","1.1"
"751","Germany","Europe","Y20152017","0.8","0.8"
"752","Germany","Europe","Y20162018","0.6","0.6"
"753","Germany","Europe","Y20172019","0.5","0.5"
"754","Germany","Europe","Y20182020","0.6","0.6"
"755","Germany","Europe","Y20192021","1","1"
"756","Germany","Europe","Y20202022","1.2","1.2"
"757","Ghana","Africa","Y20002002","",""
"758","Ghana","Africa","Y20012003","",""
"759","Ghana","Africa","Y20022004","",""
"760","Ghana","Africa","Y20032005","",""
"761","Ghana","Africa","Y20042006","",""
"762","Ghana","Africa","Y20052007","",""
"763","Ghana","Africa","Y20062008","",""
"764","Ghana","Africa","Y20072009","",""
"765","Ghana","Africa","Y20082010","",""
"766","Ghana","Africa","Y20092011","",""
"767","Ghana","Africa","Y20102012","",""
"768","Ghana","Africa","Y20112013","",""
"769","Ghana","Africa","Y20122014","",""
"770","Ghana","Africa","Y20132015","",""
"771","Ghana","Africa","Y20142016","5.1","5.1"
"772","Ghana","Africa","Y20152017","6","6"
"773","Ghana","Africa","Y20162018","7","7"
"774","Ghana","Africa","Y20172019","6.3","6.3"
"775","Ghana","Africa","Y20182020","6.1","6.1"
"776","Ghana","Africa","Y20192021","5.7","5.7"
"777","Ghana","Africa","Y20202022","6.4","6.4"
"778","Greece","Europe","Y20002002","",""
"779","Greece","Europe","Y20012003","",""
"780","Greece","Europe","Y20022004","",""
"781","Greece","Europe","Y20032005","",""
"782","Greece","Europe","Y20042006","",""
"783","Greece","Europe","Y20052007","",""
"784","Greece","Europe","Y20062008","",""
"785","Greece","Europe","Y20072009","",""
"786","Greece","Europe","Y20082010","",""
"787","Greece","Europe","Y20092011","",""
"788","Greece","Europe","Y20102012","",""
"789","Greece","Europe","Y20112013","",""
"790","Greece","Europe","Y20122014","",""
"791","Greece","Europe","Y20132015","",""
"792","Greece","Europe","Y20142016","2.6","2.6"
"793","Greece","Europe","Y20152017","3.3","3.3"
"794","Greece","Europe","Y20162018","3","3"
"795","Greece","Europe","Y20172019","2.4","2.4"
"796","Greece","Europe","Y20182020","1.6","1.6"
"797","Greece","Europe","Y20192021","1.7","1.7"
"798","Greece","Europe","Y20202022","1.7","1.7"
"799","Guinea","Africa","Y20002002","",""
"800","Guinea","Africa","Y20012003","",""
"801","Guinea","Africa","Y20022004","",""
"802","Guinea","Africa","Y20032005","",""
"803","Guinea","Africa","Y20042006","",""
"804","Guinea","Africa","Y20052007","",""
"805","Guinea","Africa","Y20062008","",""
"806","Guinea","Africa","Y20072009","",""
"807","Guinea","Africa","Y20082010","",""
"808","Guinea","Africa","Y20092011","",""
"809","Guinea","Africa","Y20102012","",""
"810","Guinea","Africa","Y20112013","",""
"811","Guinea","Africa","Y20122014","",""
"812","Guinea","Africa","Y20132015","",""
"813","Guinea","Africa","Y20142016","44.1","44.1"
"814","Guinea","Africa","Y20152017","46.4","46.4"
"815","Guinea","Africa","Y20162018","49.8","49.8"
"816","Guinea","Africa","Y20172019","49.8","49.8"
"817","Guinea","Africa","Y20182020","49.8","49.8"
"818","Guinea","Africa","Y20192021","49.8","49.8"
"819","Guinea","Africa","Y20202022","50.2","50.2"
"820","Guinea-Bissau","Africa","Y20002002","",""
"821","Guinea-Bissau","Africa","Y20012003","",""
"822","Guinea-Bissau","Africa","Y20022004","",""
"823","Guinea-Bissau","Africa","Y20032005","",""
"824","Guinea-Bissau","Africa","Y20042006","",""
"825","Guinea-Bissau","Africa","Y20052007","",""
"826","Guinea-Bissau","Africa","Y20062008","",""
"827","Guinea-Bissau","Africa","Y20072009","",""
"828","Guinea-Bissau","Africa","Y20082010","",""
"829","Guinea-Bissau","Africa","Y20092011","",""
"830","Guinea-Bissau","Africa","Y20102012","",""
"831","Guinea-Bissau","Africa","Y20112013","",""
"832","Guinea-Bissau","Africa","Y20122014","",""
"833","Guinea-Bissau","Africa","Y20132015","",""
"834","Guinea-Bissau","Africa","Y20142016","",""
"835","Guinea-Bissau","Africa","Y20152017","",""
"836","Guinea-Bissau","Africa","Y20162018","8.3","8.3"
"837","Guinea-Bissau","Africa","Y20172019","12.6","12.6"
"838","Guinea-Bissau","Africa","Y20182020","21","21"
"839","Guinea-Bissau","Africa","Y20192021","29.3","29.3"
"840","Guinea-Bissau","Africa","Y20202022","32","32"
"841","Hungary","Europe","Y20002002","",""
"842","Hungary","Europe","Y20012003","",""
"843","Hungary","Europe","Y20022004","",""
"844","Hungary","Europe","Y20032005","",""
"845","Hungary","Europe","Y20042006","",""
"846","Hungary","Europe","Y20052007","",""
"847","Hungary","Europe","Y20062008","",""
"848","Hungary","Europe","Y20072009","",""
"849","Hungary","Europe","Y20082010","",""
"850","Hungary","Europe","Y20092011","",""
"851","Hungary","Europe","Y20102012","",""
"852","Hungary","Europe","Y20112013","",""
"853","Hungary","Europe","Y20122014","",""
"854","Hungary","Europe","Y20132015","",""
"855","Hungary","Europe","Y20142016","1.4","1.4"
"856","Hungary","Europe","Y20152017","1","1"
"857","Hungary","Europe","Y20162018","0.9","0.9"
"858","Hungary","Europe","Y20172019","0.8","0.8"
"859","Hungary","Europe","Y20182020","1.7","1.7"
"860","Hungary","Europe","Y20192021","2.6","2.6"
"861","Hungary","Europe","Y20202022","3.5","3.5"
"862","Iceland","Europe","Y20002002","",""
"863","Iceland","Europe","Y20012003","",""
"864","Iceland","Europe","Y20022004","",""
"865","Iceland","Europe","Y20032005","",""
"866","Iceland","Europe","Y20042006","",""
"867","Iceland","Europe","Y20052007","",""
"868","Iceland","Europe","Y20062008","",""
"869","Iceland","Europe","Y20072009","",""
"870","Iceland","Europe","Y20082010","",""
"871","Iceland","Europe","Y20092011","",""
"872","Iceland","Europe","Y20102012","",""
"873","Iceland","Europe","Y20112013","",""
"874","Iceland","Europe","Y20122014","",""
"875","Iceland","Europe","Y20132015","",""
"876","Iceland","Europe","Y20142016","1.5","1.5"
"877","Iceland","Europe","Y20152017","1.5","1.5"
"878","Iceland","Europe","Y20162018","1.1","1.1"
"879","Iceland","Europe","Y20172019","1.1","1.1"
"880","Iceland","Europe","Y20182020","1.4","1.4"
"881","Iceland","Europe","Y20192021","1.5","1.5"
"882","Iceland","Europe","Y20202022","1.9","1.9"
"883","Ireland","Europe","Y20002002","",""
"884","Ireland","Europe","Y20012003","",""
"885","Ireland","Europe","Y20022004","",""
"886","Ireland","Europe","Y20032005","",""
"887","Ireland","Europe","Y20042006","",""
"888","Ireland","Europe","Y20052007","",""
"889","Ireland","Europe","Y20062008","",""
"890","Ireland","Europe","Y20072009","",""
"891","Ireland","Europe","Y20082010","",""
"892","Ireland","Europe","Y20092011","",""
"893","Ireland","Europe","Y20102012","",""
"894","Ireland","Europe","Y20112013","",""
"895","Ireland","Europe","Y20122014","",""
"896","Ireland","Europe","Y20132015","",""
"897","Ireland","Europe","Y20142016","2.8","2.8"
"898","Ireland","Europe","Y20152017","2.2","2.2"
"899","Ireland","Europe","Y20162018","2.3","2.3"
"900","Ireland","Europe","Y20172019","2.7","2.7"
"901","Ireland","Europe","Y20182020","3.4","3.4"
"902","Ireland","Europe","Y20192021","2.5","2.5"
"903","Ireland","Europe","Y20202022","1.8","1.8"
"904","Italy","Europe","Y20002002","",""
"905","Italy","Europe","Y20012003","",""
"906","Italy","Europe","Y20022004","",""
"907","Italy","Europe","Y20032005","",""
"908","Italy","Europe","Y20042006","",""
"909","Italy","Europe","Y20052007","",""
"910","Italy","Europe","Y20062008","",""
"911","Italy","Europe","Y20072009","",""
"912","Italy","Europe","Y20082010","",""
"913","Italy","Europe","Y20092011","",""
"914","Italy","Europe","Y20102012","",""
"915","Italy","Europe","Y20112013","",""
"916","Italy","Europe","Y20122014","",""
"917","Italy","Europe","Y20132015","",""
"918","Italy","Europe","Y20142016","1","1"
"919","Italy","Europe","Y20152017","0.8","0.8"
"920","Italy","Europe","Y20162018","0.7","0.7"
"921","Italy","Europe","Y20172019","0.7","0.7"
"922","Italy","Europe","Y20182020","0.6","0.6"
"923","Italy","Europe","Y20192021","1","1"
"924","Italy","Europe","Y20202022","1","1"
"925","Kenya","Africa","Y20002002","",""
"926","Kenya","Africa","Y20012003","",""
"927","Kenya","Africa","Y20022004","",""
"928","Kenya","Africa","Y20032005","",""
"929","Kenya","Africa","Y20042006","",""
"930","Kenya","Africa","Y20052007","",""
"931","Kenya","Africa","Y20062008","",""
"932","Kenya","Africa","Y20072009","",""
"933","Kenya","Africa","Y20082010","",""
"934","Kenya","Africa","Y20092011","",""
"935","Kenya","Africa","Y20102012","",""
"936","Kenya","Africa","Y20112013","",""
"937","Kenya","Africa","Y20122014","",""
"938","Kenya","Africa","Y20132015","",""
"939","Kenya","Africa","Y20142016","16.3","16.3"
"940","Kenya","Africa","Y20152017","19.5","19.5"
"941","Kenya","Africa","Y20162018","23.6","23.6"
"942","Kenya","Africa","Y20172019","25.5","25.5"
"943","Kenya","Africa","Y20182020","27.1","27.1"
"944","Kenya","Africa","Y20192021","28.4","28.4"
"945","Kenya","Africa","Y20202022","29.7","29.7"
"946","Latvia","Europe","Y20002002","",""
"947","Latvia","Europe","Y20012003","",""
"948","Latvia","Europe","Y20022004","",""
"949","Latvia","Europe","Y20032005","",""
"950","Latvia","Europe","Y20042006","",""
"951","Latvia","Europe","Y20052007","",""
"952","Latvia","Europe","Y20062008","",""
"953","Latvia","Europe","Y20072009","",""
"954","Latvia","Europe","Y20082010","",""
"955","Latvia","Europe","Y20092011","",""
"956","Latvia","Europe","Y20102012","",""
"957","Latvia","Europe","Y20112013","",""
"958","Latvia","Europe","Y20122014","",""
"959","Latvia","Europe","Y20132015","",""
"960","Latvia","Europe","Y20142016","0.7","0.7"
"961","Latvia","Europe","Y20152017","0.7","0.7"
"962","Latvia","Europe","Y20162018","<0.5","<0.5"
"963","Latvia","Europe","Y20172019","0.6","0.6"
"964","Latvia","Europe","Y20182020","0.6","0.6"
"965","Latvia","Europe","Y20192021","0.7","0.7"
"966","Latvia","Europe","Y20202022","1.1","1.1"
"967","Lesotho","Africa","Y20002002","",""
"968","Lesotho","Africa","Y20012003","",""
"969","Lesotho","Africa","Y20022004","",""
"970","Lesotho","Africa","Y20032005","",""
"971","Lesotho","Africa","Y20042006","",""
"972","Lesotho","Africa","Y20052007","",""
"973","Lesotho","Africa","Y20062008","",""
"974","Lesotho","Africa","Y20072009","",""
"975","Lesotho","Africa","Y20082010","",""
"976","Lesotho","Africa","Y20092011","",""
"977","Lesotho","Africa","Y20102012","",""
"978","Lesotho","Africa","Y20112013","",""
"979","Lesotho","Africa","Y20122014","",""
"980","Lesotho","Africa","Y20132015","",""
"981","Lesotho","Africa","Y20142016","",""
"982","Lesotho","Africa","Y20152017","",""
"983","Lesotho","Africa","Y20162018","",""
"984","Lesotho","Africa","Y20172019","27","27"
"985","Lesotho","Africa","Y20182020","28.5","28.5"
"986","Lesotho","Africa","Y20192021","30","30"
"987","Lesotho","Africa","Y20202022","32.7","32.7"
"988","Liberia","Africa","Y20002002","",""
"989","Liberia","Africa","Y20012003","",""
"990","Liberia","Africa","Y20022004","",""
"991","Liberia","Africa","Y20032005","",""
"992","Liberia","Africa","Y20042006","",""
"993","Liberia","Africa","Y20052007","",""
"994","Liberia","Africa","Y20062008","",""
"995","Liberia","Africa","Y20072009","",""
"996","Liberia","Africa","Y20082010","",""
"997","Liberia","Africa","Y20092011","",""
"998","Liberia","Africa","Y20102012","",""
"999","Liberia","Africa","Y20112013","",""
"1000","Liberia","Africa","Y20122014","",""
"1001","Liberia","Africa","Y20132015","",""
"1002","Liberia","Africa","Y20142016","40","40"
"1003","Liberia","Africa","Y20152017","39.8","39.8"
"1004","Liberia","Africa","Y20162018","39.7","39.7"
"1005","Liberia","Africa","Y20172019","",""
"1006","Liberia","Africa","Y20182020","38.7","38.7"
"1007","Liberia","Africa","Y20192021","38.7","38.7"
"1008","Liberia","Africa","Y20202022","40.5","40.5"
"1009","Libya","Africa","Y20002002","",""
"1010","Libya","Africa","Y20012003","",""
"1011","Libya","Africa","Y20022004","",""
"1012","Libya","Africa","Y20032005","",""
"1013","Libya","Africa","Y20042006","",""
"1014","Libya","Africa","Y20052007","",""
"1015","Libya","Africa","Y20062008","",""
"1016","Libya","Africa","Y20072009","",""
"1017","Libya","Africa","Y20082010","",""
"1018","Libya","Africa","Y20092011","",""
"1019","Libya","Africa","Y20102012","",""
"1020","Libya","Africa","Y20112013","",""
"1021","Libya","Africa","Y20122014","",""
"1022","Libya","Africa","Y20132015","",""
"1023","Libya","Africa","Y20142016","13.4","13.4"
"1024","Libya","Africa","Y20152017","15.2","15.2"
"1025","Libya","Africa","Y20162018","18.2","18.2"
"1026","Libya","Africa","Y20172019","21","21"
"1027","Libya","Africa","Y20182020","23.7","23.7"
"1028","Libya","Africa","Y20192021","26.3","26.3"
"1029","Libya","Africa","Y20202022","24.9","24.9"
"1030","Lithuania","Europe","Y20002002","",""
"1031","Lithuania","Europe","Y20012003","",""
"1032","Lithuania","Europe","Y20022004","",""
"1033","Lithuania","Europe","Y20032005","",""
"1034","Lithuania","Europe","Y20042006","",""
"1035","Lithuania","Europe","Y20052007","",""
"1036","Lithuania","Europe","Y20062008","",""
"1037","Lithuania","Europe","Y20072009","",""
"1038","Lithuania","Europe","Y20082010","",""
"1039","Lithuania","Europe","Y20092011","",""
"1040","Lithuania","Europe","Y20102012","",""
"1041","Lithuania","Europe","Y20112013","",""
"1042","Lithuania","Europe","Y20122014","",""
"1043","Lithuania","Europe","Y20132015","",""
"1044","Lithuania","Europe","Y20142016","2.5","2.5"
"1045","Lithuania","Europe","Y20152017","2.1","2.1"
"1046","Lithuania","Europe","Y20162018","1.7","1.7"
"1047","Lithuania","Europe","Y20172019","0.9","0.9"
"1048","Lithuania","Europe","Y20182020","1.3","1.3"
"1049","Lithuania","Europe","Y20192021","1.7","1.7"
"1050","Lithuania","Europe","Y20202022","2.2","2.2"
"1051","Luxembourg","Europe","Y20002002","",""
"1052","Luxembourg","Europe","Y20012003","",""
"1053","Luxembourg","Europe","Y20022004","",""
"1054","Luxembourg","Europe","Y20032005","",""
"1055","Luxembourg","Europe","Y20042006","",""
"1056","Luxembourg","Europe","Y20052007","",""
"1057","Luxembourg","Europe","Y20062008","",""
"1058","Luxembourg","Europe","Y20072009","",""
"1059","Luxembourg","Europe","Y20082010","",""
"1060","Luxembourg","Europe","Y20092011","",""
"1061","Luxembourg","Europe","Y20102012","",""
"1062","Luxembourg","Europe","Y20112013","",""
"1063","Luxembourg","Europe","Y20122014","",""
"1064","Luxembourg","Europe","Y20132015","",""
"1065","Luxembourg","Europe","Y20142016","1.8","1.8"
"1066","Luxembourg","Europe","Y20152017","1.4","1.4"
"1067","Luxembourg","Europe","Y20162018","0.8","0.8"
"1068","Luxembourg","Europe","Y20172019","0.9","0.9"
"1069","Luxembourg","Europe","Y20182020","0.7","0.7"
"1070","Luxembourg","Europe","Y20192021","0.6","0.6"
"1071","Luxembourg","Europe","Y20202022","0.5","0.5"
"1072","Madagascar","Africa","Y20002002","",""
"1073","Madagascar","Africa","Y20012003","",""
"1074","Madagascar","Africa","Y20022004","",""
"1075","Madagascar","Africa","Y20032005","",""
"1076","Madagascar","Africa","Y20042006","",""
"1077","Madagascar","Africa","Y20052007","",""
"1078","Madagascar","Africa","Y20062008","",""
"1079","Madagascar","Africa","Y20072009","",""
"1080","Madagascar","Africa","Y20082010","",""
"1081","Madagascar","Africa","Y20092011","",""
"1082","Madagascar","Africa","Y20102012","",""
"1083","Madagascar","Africa","Y20112013","",""
"1084","Madagascar","Africa","Y20122014","",""
"1085","Madagascar","Africa","Y20132015","",""
"1086","Madagascar","Africa","Y20142016","",""
"1087","Madagascar","Africa","Y20152017","",""
"1088","Madagascar","Africa","Y20162018","",""
"1089","Madagascar","Africa","Y20172019","10.5","10.5"
"1090","Madagascar","Africa","Y20182020","11","11"
"1091","Madagascar","Africa","Y20192021","11.4","11.4"
"1092","Madagascar","Africa","Y20202022","13.4","13.4"
"1093","Malawi","Africa","Y20002002","",""
"1094","Malawi","Africa","Y20012003","",""
"1095","Malawi","Africa","Y20022004","",""
"1096","Malawi","Africa","Y20032005","",""
"1097","Malawi","Africa","Y20042006","",""
"1098","Malawi","Africa","Y20052007","",""
"1099","Malawi","Africa","Y20062008","",""
"1100","Malawi","Africa","Y20072009","",""
"1101","Malawi","Africa","Y20082010","",""
"1102","Malawi","Africa","Y20092011","",""
"1103","Malawi","Africa","Y20102012","",""
"1104","Malawi","Africa","Y20112013","",""
"1105","Malawi","Africa","Y20122014","",""
"1106","Malawi","Africa","Y20132015","",""
"1107","Malawi","Africa","Y20142016","49.9","49.9"
"1108","Malawi","Africa","Y20152017","50.8","50.8"
"1109","Malawi","Africa","Y20162018","52.1","52.1"
"1110","Malawi","Africa","Y20172019","50.6","50.6"
"1111","Malawi","Africa","Y20182020","51.9","51.9"
"1112","Malawi","Africa","Y20192021","53.4","53.4"
"1113","Malawi","Africa","Y20202022","53.8","53.8"
"1114","Mali","Africa","Y20002002","",""
"1115","Mali","Africa","Y20012003","",""
"1116","Mali","Africa","Y20022004","",""
"1117","Mali","Africa","Y20032005","",""
"1118","Mali","Africa","Y20042006","",""
"1119","Mali","Africa","Y20052007","",""
"1120","Mali","Africa","Y20062008","",""
"1121","Mali","Africa","Y20072009","",""
"1122","Mali","Africa","Y20082010","",""
"1123","Mali","Africa","Y20092011","",""
"1124","Mali","Africa","Y20102012","",""
"1125","Mali","Africa","Y20112013","",""
"1126","Mali","Africa","Y20122014","",""
"1127","Mali","Africa","Y20132015","",""
"1128","Mali","Africa","Y20142016","",""
"1129","Mali","Africa","Y20152017","",""
"1130","Mali","Africa","Y20162018","",""
"1131","Mali","Africa","Y20172019","",""
"1132","Mali","Africa","Y20182020","",""
"1133","Mali","Africa","Y20192021","",""
"1134","Mali","Africa","Y20202022","",""
"1135","Malta","Europe","Y20002002","",""
"1136","Malta","Europe","Y20012003","",""
"1137","Malta","Europe","Y20022004","",""
"1138","Malta","Europe","Y20032005","",""
"1139","Malta","Europe","Y20042006","",""
"1140","Malta","Europe","Y20052007","",""
"1141","Malta","Europe","Y20062008","",""
"1142","Malta","Europe","Y20072009","",""
"1143","Malta","Europe","Y20082010","",""
"1144","Malta","Europe","Y20092011","",""
"1145","Malta","Europe","Y20102012","",""
"1146","Malta","Europe","Y20112013","",""
"1147","Malta","Europe","Y20122014","",""
"1148","Malta","Europe","Y20132015","",""
"1149","Malta","Europe","Y20142016","1.8","1.8"
"1150","Malta","Europe","Y20152017","1.7","1.7"
"1151","Malta","Europe","Y20162018","1.4","1.4"
"1152","Malta","Europe","Y20172019","1.1","1.1"
"1153","Malta","Europe","Y20182020","1.3","1.3"
"1154","Malta","Europe","Y20192021","1.8","1.8"
"1155","Malta","Europe","Y20202022","2.3","2.3"
"1156","Mauritania","Africa","Y20002002","",""
"1157","Mauritania","Africa","Y20012003","",""
"1158","Mauritania","Africa","Y20022004","",""
"1159","Mauritania","Africa","Y20032005","",""
"1160","Mauritania","Africa","Y20042006","",""
"1161","Mauritania","Africa","Y20052007","",""
"1162","Mauritania","Africa","Y20062008","",""
"1163","Mauritania","Africa","Y20072009","",""
"1164","Mauritania","Africa","Y20082010","",""
"1165","Mauritania","Africa","Y20092011","",""
"1166","Mauritania","Africa","Y20102012","",""
"1167","Mauritania","Africa","Y20112013","",""
"1168","Mauritania","Africa","Y20122014","",""
"1169","Mauritania","Africa","Y20132015","",""
"1170","Mauritania","Africa","Y20142016","4.9","4.9"
"1171","Mauritania","Africa","Y20152017","5.5","5.5"
"1172","Mauritania","Africa","Y20162018","5.6","5.6"
"1173","Mauritania","Africa","Y20172019","5.6","5.6"
"1174","Mauritania","Africa","Y20182020","6.2","6.2"
"1175","Mauritania","Africa","Y20192021","6.7","6.7"
"1176","Mauritania","Africa","Y20202022","9.6","9.6"
"1177","Mauritius","Africa","Y20002002","",""
"1178","Mauritius","Africa","Y20012003","",""
"1179","Mauritius","Africa","Y20022004","",""
"1180","Mauritius","Africa","Y20032005","",""
"1181","Mauritius","Africa","Y20042006","",""
"1182","Mauritius","Africa","Y20052007","",""
"1183","Mauritius","Africa","Y20062008","",""
"1184","Mauritius","Africa","Y20072009","",""
"1185","Mauritius","Africa","Y20082010","",""
"1186","Mauritius","Africa","Y20092011","",""
"1187","Mauritius","Africa","Y20102012","",""
"1188","Mauritius","Africa","Y20112013","",""
"1189","Mauritius","Africa","Y20122014","",""
"1190","Mauritius","Africa","Y20132015","",""
"1191","Mauritius","Africa","Y20142016","5.9","5.9"
"1192","Mauritius","Africa","Y20152017","6.9","6.9"
"1193","Mauritius","Africa","Y20162018","7.3","7.3"
